Profile ID,Case Name,Case Brief Description,URL,Country,Sector,Impact,Data Used,Long Description,Image File Name,Region,Machine Readable(Yes/No/NA),Last updated,Status,Owner,Notes
1280,Pulse Lab Jakarta,An innovation lab that creates and applies digital sources and techniques for the purpose of social development,http://www.unglobalpulse.org/jakarta,Indonesia,Governance,Analysis informing national development priorities and the identificationof scalable and impactful development projects.,"Data from Indonesia'sMinistries of Health, Transportation, Finance and Agriculture, as well as satellite and census data","<br>The 17 <a target=""_blank"" href=""http://www.un.org/sustainabledevelopment/sustainable-development-goals/"">Sustainable Development Goals (SDGs)</a> of the <a target=""_blank"" href=""http://www.un.org/ga/search/view_doc.asp?symbol=A/RES/70/1&Lang=E"">2030 Agenda for Sustainable Development</a> were adopted by world leaders in September of 2015 at a <a target=""_blank"" href=""http://www.un.org/sustainabledevelopment/summit/"">historic UN Summit</a>. The SDGs build on the success of the <a target=""_blank"" href=""http://www.un.org/millenniumgoals/"">Millennium Development Goals (MDGs)</a> and aim to end all forms of poverty. Pulse Lab Jakarta was established to gather information from a number of open digital data sources, including social media, government datasets, and surveys, to create novel technology that address social development issues.<br><br>The Pulse Lab Jakarta team, in partnership with the Government of Indonesia and United Nations, utilize government datasets from the agriculture, health and transportation sectors, as well as key population demographics, to analyze food pricing, fuel pricing, employment numbers and urban poverty. With these analyses, Pulse Lab’s team of engineers and scientists design <a target=""_blank"" href=""http://www.unglobalpulse.org/projects"">new solutions</a> to address issues.<br><br>For example, Haze Gazer, a crisis analysis tool, mines open data to provide real-time insights on the locations of fire and haze hotspots. Sources of information include: fire hotspot data from satellites, baseline information on population density and distribution, citizen-generated data including the national complaint system in Indonesia called LAPOR!, citizen journalism video uploads to an online news channel, and real-time big data such as text-, image- and video-oriented social media. Haze Gazer as well as the other Pulse Lab projects have the potential to improve response to disaster and ultimately, save lives.",pulselabjakar_GOV_SAR.png,South Asia,Yes,Nov 26,Final,SH,
1285,QEdu,"A portal that displays public information on the quality of learning in each school, county and state in Brazil",http://www.qedu.org.br,Brazil,Education,Provides reliable data for educational managers to plan changes and improvements to education systems,"Education data (E.g. Prova Brasil, Censo Escolar, Ideb, and Enem) from the Ministry of Education in Brazil","<br>By monitoring the performance results of national education institutions, QEdu aims to make education data simple and accessible to anyone, whether student, teacher, manager, journalist, researcher or secretary. QEdu makes use of various datasets from the Ministry of Education in Brazil, particularly the ones related to the assessment of the quality of the Brazilian educational system, to offer a website in which users can explore the data intuitively.<br><br>The numbers provided by QEdu have also resulted in studies such as the “Excelência com Equidade"" held by the Lemann Foundation in partnership with Itaú BBA Bank, whose focus was public schools that host students of low socioeconomic status. In this study, 215 schools were identified throughout Brazil as successful case studies in which students of low socioeconomic status performed with distinction.",QEdu_edu_lac.png,Latin America & Caribbean,NA,Nov 16,Final,GM,
1288,Quandl,An open data platform that gathers real-time market data,https://www.quandl.com/,Canada,IT and geospatial,"Provides free access to a repository of financial economic, and social datasets to over 100,000 users","Economic data and indices, industry, currency, commodity and interest rate data from multiple countries’ agencies, including: U.S. Agency for International Development, Bank of Israel, Brazilian Institute of Geography and Statistics, Central Bank of Argentina, Ministry of Finance and Bank of Japan, France’s National Institute of Statistics and Economic Studies, Russian Federation Statistics Service, UK Office of National Statistics, Bank of England Official Statistics, Deutsche Bundesbank Data Repository, Bank of France, Bank of Russia, U.S. Federal Reserve economic data, Federal Reserve Banks of New York and Cleveland, U.S. Treasury Financial Management Service, Puerto Rico Institute of Statistics, U.S. National Center for Education Statistics, U.S. Social Security Administration, U.S. Department of Agriculture Food and Nutrition Service, U.S. Federal Bureau of Investigation, U.S. Bureau of Economic Analysis, U.S. Bureau of Labor Statistics, U.S> Census Bureau, U.S. Patent and Trademark Office","<br>Founded in 2012, Quandl provides a repository for <a target=""_blank"" href=""https://www.quandl.com/browse?idx=database-browser"">financial, economic, and social datasets</a>, maintaining free and commercial data for public consumption to download and analyze. With a user base of over 100,000 people, Quandl allows users to maximize their use of financial market data by manipulating accurate and real-time datasets, which aid users to track industry trends for free or at a low cost. Databases are divided into sections: stocks, options, futures, forecasts, commodities, and economics. Each section contains government databases and <a target=""_blank"" href=""http://www.businesswire.com/news/home/20160912005787/en"">alternative data sources</a>, including information on consumer behavior, business intelligence, or industrial metrics, which predict changes to markets.<br><br>Through unlimited API use, Quandl permits users to access data from databases around the world from the Bank of Japan, containing 85,466 datasets, or even the U.S. Energy Information Administration Data, containing 1,498,336 datasets. This FinTech organization lends an accessible and free opportunity for investors and analysts to utilize technology platforms for data usability and access. Users benefiting from Quandl’s pursuits of big data include hedge fund managers, analysts, students, and investors.",Quandl-IT-NA.png,North America,NA,Nov 16,Final,KK,
1298,RailYatri,A web and mobile application based platform providing comprehensive information on trains,http://www.railyatri.in/,India,Transportation and logistics,Simplifies train travel for thousands of passengers,Train routes and schedules from Indian local government,"<br>Over 23.9 million passengers travel and commute daily by train in India. RailYatri’s goal is to simplify travel by providing search, plan and tracking capability to more than 80% of India's Travel base. The app uses open transportation data including public schedules and routes. Other functions include checking train status with confirmation probability, tracking live location of a train, seat availability, and ticket confirmation probability, pushing train alerts, and many more.<br><br>RailYatri also goes further than providing simple statistics of transportation data and offers own analytics, for example estimating the probability of on-time train arrival.",RailYatri-Trans-SAR.png,South Asia,Yes,Nov 15,Final,JC,
1301,Rainbowagri,"A mobile internet solution that connects farmers and help them communicate, collaborate and commerce",http://www.rainbowagri.com/,India,Agriculture,Helps farmers better price their crops,"Commodity prices, environmental data (e.g. dam water levels), and weather data from India’s data portal","<br>Rainbow Agri is a dashboard for farmers to gather news related to agriculture, prices of commodities, authorized pesticide and seed vendors in the locality, and dam water levels. India has <a target=""_blank"" href=""http://economictimes.indiatimes.com/tech/internet/mobile-internet-user-base-in-india-to-reach-371-million-by-june-iamai/articleshow/50836449.cms"">87 million rural mobile Internet users</a>, making it the world’s second largest smartphone market, and a prediction of <a target=""_blank"" href=""http://economictimes.indiatimes.com/news/economy/agriculture/indias-agriculture-sector-can-grow-6-in-case-of-normal-monsoon-this-year-niti-aayog/articleshow/51630123.cms"">6% growth</a> for the agricultural sector. Still, manifold challenges lie ahead for the continuous growth of this sector. The current availability of data, in particular of open data, has an important role to play in overcoming some of these challenges.<br><br>RainbowAgri is a mobile internet solution that aims to broadly contribute to digitize agriculture, and in this way, empower farmers to increase their productivity and income. Many of the features in Rainbow, such as live market prices from various markets in India, the daily dam water level, and location based weather updates, rely on the use of open data. RainbowAgri fetches most of the data from India’s national open data portal, as well as from other government of India websites as means to enrich the agriculture ecosystem with more information, and help farmers making informed decisions throughout the life cycle of the crop.",RainbowAgri-Agri-SAR.png,South Asia,Yes,Nov 15,Final,GM,
,ReConnect Energy,A Renewable Energy Certificate (REC) trading company that provides consulting services to organizations and government,http://www.reconnectenergy.com/,India,Energy and climate,Improves clients' energy efficiency and increases use of renewable energy sources,"Weather, electricity and geospatial data from the Ministry of Power, Madhya Pradesh Electricity regulatory Commission (MPERC),","<br>Recognized as a world leader in the Renewable Energy Certificates Market, ReConnect Energy has won a number of awards and accolades since its inception in 2012, including recentl the Indian Wind Energy Forum’s <a target=""_blank"" href=""http://reconnectenergy.com/blog/2016/10/reconnect-energy-awards-accolades/"">“REC Trader of the Year 2016 & Forecasting Company of the Year 2016</a>. ReConnect Energy is a strong advocate for open data in the energy sector, as their business relies heavily on open weather data, data from the Ministry of Power as well as other sources of open access electricity and geospatial data to conduct analyses and reports for clients.<br><br>ReConnect publishes in-depth monthly articles that analyze the latest regulations, pricings and forecasting related to energy. These articles gather their information from other open access energy projects,. One such article by reviews Amendments in the National Tariff Policy, which affects power procurement in the open access and cross-subsidy regime. ReConnect advocates that the revisions in the policy should include support of open access information since many organizations are not transparent in their reporting costs.<br><br>In addition to reports and analysis, ReConnect has also developed market tools that include <a target=""_blank"" href=""http://clickpower.in/landing_price_calculator_power_exchange.html"">calculators</a> and <a target=""_blank"" href=""http://www.reconnectenergy.com/markettracker.php"">market trackers</a> which disseminate cost-saving information for consumers who use open access companies that procure power from an open market.",reconnectenergy_ENE_SAR.png,South Asia,Yes,Nov 26,Final,SH,
1347,RightShip,"Company providing an online vetting tool for ships transporting dry bulk, petroleum, chemical and gas",http://site.rightship.com/,Australia,Transportation and logistics,Uses data to uphold international safety and environmental standards for shipping vessels,Vessel information from the U.S. Coast Guard Maritime Information Exchange,"<br><a target=""_blank"" href=""https://business.un.org/en/entities/13"">Over 90% of the world's trade</a> is conducted by maritime transport. As a result, risks associated with substandard ships such as casualties, delays, rising insurance costs all create a direct impact the global market and involved industries. RightShip uses open data sources to track whether international standards and codes of conduct are upheld in the maintenance and use of ships. The company created vetting tools to assess specifically ships transporting materials involving dry bulk, petroleum, chemical, and gas.<br><br>Their Existing Vessel Design Index (EVDI) has compiled information on over 76,000 in service vessels and <a target=""_blank"" href=""http://site.rightship.com/resources/downloads/dnv-gl-methodology-review-executive-summary/"">tracks the Energy Efficiency Design Index (EEDI)</a> through International Maritime Organization (IMO) databases. These services feed into RightShip Qi, also known as <a target=""_blank"" href=""http://site.rightship.com/products/rightship-qi/"">RightShip Quality Index</a>. In addition, RightShip creates real-time diagnostics on data on relevant sources from satellite data to ship casualty history, which gathered from individual shipowners, government databases, and interest groups. Pulling together information from these sources develops accountability for individuals and companies to adhere to international standards for safety and environmental protection.",RightShip-Trans-EAP.png,East Asia & Pacific,NA,Nov 16,Final,KK,
1720,Rural E-Market,An e-commerce application that allows the rural population to sell and buy produce,http://www.ict4ras.org/rural-emarket/,Madagascar,Agriculture,"Provides information to farmers, and facilitates exchange between consumers and producers",Agriculture and geospatial data from Madagascar's Department of Rural Development Policies and Ministry of Agriculture,"<br>Rural e-Market is a project started by ICT4D (Information and Communications Technologies for Development) professionals to target the rural population of Madagascar to utilize the internet for their agricultural transactions. They aim to bridge the digital divide for impoverished communities by ensuring equitable access to up-to-date information. <br><br>A common challenge for farmers is knowing how to price their produce. Rural eMarket addresses this challenge by using historical agriculture data as well as current prices to understand market trends and provide estimates of price ranges to farmers. Other open data utilized by the Rural eMarket tool includes geospatial information. Utilizing open source maps, Rural eMarket allows vendors to track their produce, and consumers to choose the location of their vendors. In doing so, Rural eMarket seeks to benefit both farmers and consumers, and add a factor of accountability and transparency to the marketplace.",ruralemarket_AGR_SSA.png,Sub-Saharan Africa,Yes,Nov 26,Final,SH,
1367,Sagaci Research,A company providing market intelligence and data across key industries,http://sagaciresearch.com/,Kenya,"Business, research and consulting",Provides market intelligence and data from African countries,Census data and national statistics on the automotive and other markets in Kenya and Nigeria,"<br>Open government data provides Sagaci Research with a valuable resource for undertaking research endeavors. Sagaci Research provides market research and intelligence dedicated to african markets on a number of industries. Its reports, databases and field research (quantitative/qualitative) provide an up-to-date in-depth understanding of the key sectors in the region (consumer goods, retail, telecommunications, financial services, construction and real-estate, and others).<br><br>In particular, census data is crucial for the process of sampling when collecting research data from different areas of the country. Other types of open government data are also used. For example, the report “Registered vehicles in Kenya and Nigeria"", which presents key facts and data on the automotive market in Kenya and Nigeria, providing a compelling overview of both markets by leveraging on national statistics, such as vehicle registrations.",SagaciResearch-Bus-AFR.jpg,Sub-Saharan Africa,Yes,Nov 15,Final,GM,
1422,Social Boost,A tech NGO that promotes open data and coordinates the activities of socially impactful IT projects,http://socialboost.com.ua/,Ukraine,Governance,"Social Boost is a platform that facilitates the network of civic startups, IT volunteers and government agencies for social good, with a particular focus on open government data.","Data across government agencies include Department of Transportation, Education, Finance and others.","<br>According to Ukrainian 2020 strategy, eGovernment and the increase of eServices is a priority for Ukraine’s government and president. However, most basic eServices require both robust infrastructure and a large  legal base to deliver solutions. Through the use of open API and hackathons though, quick and robust eServices may be developed with minimum resources. Social Boost was started in this vein.<br><br>Social Boost has identified open government data and ICT applications to be key instruments to their organization. In 2014 SocialBoost developed and launched together with Ukrainian government the <a target=""_blank"" href=""http://data.gov.ua/"">National Open Data Portal</a> and <a target=""_blank"" href=""http://ogp.gov.ua/"">Open Government Partnership Portal</a>. Recognizing the value and potential of open government data, SocialBoost co-authored the <a target=""_blank"" href=""http://w1.c1.rada.gov.ua/pls/zweb2/webproc4_1?pf3511=54100"">Open Data Law of Ukraine</a>. Crowdsourced projects that have resulted from Social Boost’s hackathons and use of open government data include: <a target=""_blank"" href=""http://edumeter.com.ua/school#Region:undefined;District:undefined;City:undefined;Search:;Bags:"">edumeter.com.ua</a> - a website that utilized machine-readable education data to  rate educational insitutions, <a target=""_blank"" href=""http://citytransport.com.ua/"">citytransport.com.ua</a>, and <a target=""_blank"" href=""http://zloch.in.ua/"">zloch.in.ua</a>.<br><br>Additionally, Social Boost is responsible for many of the hackathons held in Ukraine over the recent years, including the Social Entrepreneurship Hackathon. Themes of the hackathons have included human trafficking, human security issues and other socially impactful topics. ",socialboost_GOV_ECA.png,Europe & Central Asia,Yes,Nov 28,Final,SH,
1880,Spageo,"A geospatial engineering, engineering design, data management and geoscience onsulting company",http://www.spageo.co.in,India,IT and geospatial,"Furthers government, utilities and business goals in the geospatial realm.","Floating Vehicle Data, geospatial, infrastructure and agricultural data from the Government of India","<br>In 2000, the founders of Consulting Geo Info Services (CGIS), a company based in Ghaziabad, India that offered GIS guidance to utilities and businesses, recognized the need for quality, integrated GIS solutions at affordable prices for smaller and governmental organizations. Six years later, SpaGeo was formed as an extension of CGIS, as its Geospatial engineering consultancy group.<br><br>Through the collection and analysis of oil and gas data, mining and mineral data and water and utilities data from open portals provided by the Ministries of Agriculture, Environment and Forests, and Petroleum and Natural Gas, SpaGeo has engineered a number of technologies and software for their clients to use. Among these are a GPS tracking system and a Precision Crop tool, both of which rely on government geospatial and agricultural data for real-time updates. Additionally, SpaGeo is engineering a Traffic Intelligence System that will calculate and return the best routes for drivers to taken within metropolitan areas. The routes found will be dependent on traffic regulations, traffic patterns, and disruptions, all of which are formulated through the analysis of local traffic data.<br><br>Other services SpaGeo provides include urban planning, spatial media, data storage and data management. Urban planning involves conducting extensive studies on the groundwater, geological and geotechnical data of the region, while spatial media relies on generating data-driven images. The data analyzed for these services are from open government resources such as <a target=""_blank"" href=""https://data.gov.in/"">data.gov.in</a> that provides the information in machine-readable format.",spageo_IT_SAR.jpg,South Asia,Yes,Nov 26,Final,SH,
1486,SumoBrain,"A company that provides intellectual property information for attorneys, corporate researchers and inventors",http://www.sumobrain.com/,United Kingdom,"Business, research and consulting","Facilitates easy patent searching, data transferability, and up-to-date alerts on patent data changes","Patent data from U.S. Patent and Trademark Office, European Patent Office, and Japan Patent Office","<br>SumoBrain provides a database of multi-sourced patents and applications. In the realm of evolving intellectual property rights and the continual stream of new innovations, individuals and companies face the challenge of tracking legal developments. This platform facilitates easy information access by consolidating information from government patent websites. Databases and their contents are openly accessible and downloadable from this platform, including United States and European patents and applications, Patent Cooperation Treaty (PCT) documents, and Japanese abstracts.<br><br>An open platform for data storage and accessible usage such as SumoBrain expedites the patent search process for lawyers, investors, and researchers. While maintaining transparency, these efforts encourage greater competition and access to industry trends through government-based mechanisms, taking what already exists and interpreting the data for public use. Ultimately, the opportunity to build products off of open data lowers barriers for many entering or participating in an industry. For example, by placing government publications into one database, SumoBrain provides users around the world have immediate access to patent documents and references, all of which presented in a consistent and searchable format. Users maintain virtual tools to manage work files through annotations, exports to Excel, and editing access for colleagues.",sumobrain-bus-ECA.jpg,Europe & Central Asia,NA,Nov 16,Final,KK,
1490,Support for Women in Agriculture and Environment (SWAGEN),An indigenous organization founded and owned by women leaders in start-ups and NGOs,http://gender-climate.org/member/support-for-women-in-agriculture-and-environment-swagen/,Uganda,Energy and climate,"Informs organization's strategy, research and advocacy","Agricultural and environmental data from Uganda's Ministry of Agriculture, Animal, Industry and Fisheries","<br>From 1986-1990, a proliferation of women NGOs came into existence in Uganda. However, many of the interventions failed due to inadequate business operations and structure. These women organizations lacked consultation and guidance, prompting the formation of SWAGEN. SWAGEN currently supports environment and sustainable natural resource use and management programs, as well as initiatives focused on food security.<br><br>Having signed a Collaborative Forest Management agreement with the National Forest Authority, SWAGEN accesses carbon emission data as well as agro-ecological data to conduct reports and research for their organizational members. Additionally, qualitative data such as nominal and ordinal information is collected internally to analyze gender disparities within these initiatives. Other focus areas of SWAGEN include forest conservation, afforestation for carbon sequestration, promotion of renewable energy use at household level, and efficient use of water resources, all of which collect reusable, machine-readable data from the energy, utilities and agricultural sectors.<br><br>SWAGEN is a part of a number of other gender, climate and resilience communities, such as Global Gender and Climate Alliance, <a target=""_blank"" href="""">Women Organizing for Change in Agriculture and Natural Resource Management, Climate Change Evaluation Network</a>, and others.",swagen_ENE_SSA.gif,Sub-Saharan Africa,Yes,Nov 26,Final,SH,
1494,Swandiri Institute,"A nonprofit consultancy and research organization driven by the ideals of sustainable environment, anti-corruption and democracy",http://www.swandiri.org/,Indonesia,Governance,Generates data-driven solution proposals for NGOs and a number of community initiatives,"Data from the Indonesia's Ministries of Agriculture, Energy and Environment","<br>Indonesia is the world’s <a target=""_blank"" href=""http://mashable.com/2015/10/29/indonesia-peat-fires-largest-emitter/"">4th largest emitter of greenhouse gases</a>, yet it is also a country that is extremely vulnerable to climate change. Impacts include but are not limited to temperature increase, intense rainfall, sea level rise, and a threat to food security. In 2010, Indonesia committed to reducing greenhouse emissions by roughly 26 percent.<br><br>The Swandiri Institute has joined Indonesia’s movement to go green and address sustainability by starting a number of environment research projects. Their most recent project focuses on engineering and deployment of <a target=""_blank"" href=""http://www.swandiri.org/news/42/drone-pangan-langkah-kecil-swasembada"">drones</a> to monitor food production. By analyzing existing agricultural datasets from the Ministry of Agriculture, Swandiri engineers identify trends in frequency and location of low crop yields. These datasets are both open and machine-readable, allowing scientists to easily reuse and reproduce results in their experiments. Their drones are then deployed in those regions to take photos of the land to perform analyses. The drone project has helped farmers in terms of saving manpower and costs by identifying field challenges early on, such as plant pests and emerging diseases.<br><br>In addition to environmental projects, Swandiri also focuses on spatial transparency for social justice and sustainability. Their <a target=""_blank"" href=""http://www.swandiri.org/project.php"">Extractive Industries Transparency Initiative</a> is based on the hypothesis that lack of public transparency in the spatial realm (which includes lack of access to spatial documents and data) related to EI isone of the drivers of ‘land conflicts’.",swandiriinst_GOV_SAR.jpg,South Asia,Yes,Nov 26,Final,SH,
1496,Syecomp Business Services Ltd,"A social impact geospatial company that focuses on research and knowledge management, and enhancing agriculture through ICT and advanced geospatial solutions.",http://syecomp.com/wp/,Ghana,Agriculture,Enhances Ghana's agricultural sector through data-driven research and geospatial services,Data from Ghana's Department of Transportation and Agriculture; satellite data,"<br>The Ghana Shared Growth Development Agenda GSGDA (2010-2013) is a national framework for poverty reduction. The main target of this policy framework is to put the economy on the path to achieving a per capita income of least US $3000 by 2020 and attaining the Millennium Development Goals. The document emphasises the importance of sustainability and the environment. <a target=""_blank"" href=""https://www.google.com/url?q=http://syecomp.com/wp/about-syecomp/&sa=D&ust=1480197516506000&usg=AFQjCNGbz4q7eR8kfRvxG4cKLWIkZBEJWA"">With a focus on these targets, Syecomp Business Services</a> was formed to enhance Ghana’s agriculture sector through geospatial information and analysis.<br><br>Syecomp utilizes GIS technologies, geospatial data from Ghana’s Department of Transportation agricultural data and satellite data to provide geospatial survey and mapping services, advanced image data analysis services, localized and soil testing services; and agricultural research services. Organizations Syecomp has partnered with include Ghana Agricultural Associations Business and Information Centre for the Mapping of Agribusiness Centres in Karaga District in the Northern Region project, <a target=""_blank"" href=""http://agricinghana.com/projects/www.agra.org"">Alliance for Green Revolution in Africa (AGRA)</a> for the GIS surveying and mapping of agri-input dealers, seed producers AND financial institutions in Ghana project ,and <a target=""_blank"" href=""http://agricinghana.com/projects/www.cnfa.org"">Citizen Network for Foreign Affairs (CNFA)</a> for the Identification, Profiling and GPS Mapping of Agri-input Dealers and Seed Producers in Ashanti Region project. All of these relied heavily on open source mapping GIS technologies and agricultural data, which fortunately, were in the necessary machine-readable formats that allowed reuse. These map-based projects and data-driven research have benefited individuals counties as well as the entire country in understanding the agricultural landscape of the region.",syecomp_AGR_SSA.png,Sub-Saharan Africa,Yes,Nov 26,Final,SH,
1512,Telefonica,Multinational telecommunications provider of broadband and mobile networks,https://www.telefonica.com/es,Spain,Media and communications,Creating an ecosystem of digital communications,"Economic data and population data from various countries’ census datasets, UK health data (hospital admissions, emergency services locations) and transportation data (bus, underground, bikes), satellite data","<br>With operations in 24 countries and an estimated 315.7 million customers, Telefónica is a diversified telecommunications group that delivers services based on information and communications technologies. In the last few years, Telefónica has been an active promoter of open data use, both internally and externally. In its own operations, Telefónica makes use of open economic data, as well as demographic data, to identify customer segments and adjust product offerings in accordance with economic forecast. The organization also leverages satellite and population data to inform decisions on where to build telecommunications infrastructure.<br><br>Telefónica engages a broad stakeholder network as well around open data use. For example, in 2013, in partnership with the Open Data Institute and the MIT Medialab, Telefónica hosted a <a target=""_blank"" href=""http://dynamicinsights.telefonica.com/2013/08/29/using-big-data-for-social-good/"">“hackathon for big data""</a> which promoted the integration of open transportation and health data with other proprietary data sets. to create value for social good. During the event, teams were encouraged to study how crowds move towards high streets during the busy Christmas shopping period in order to develop strategies for the emergency services to allocate their resources more effectively, or make recommendations of how to manage the flow of road traffic on London’s busiest routes. In its home country, Telefónica has also promoted the use of open data by hosting workshops on <a target=""_blank"" href=""https://en.fundaciontelefonica.com/blog/conferencias/data-journalism-and-open-data/"">“Data Journalism and Open Data""</a> to encourage Spanish journalists, programmers and other professionals to create content using open data.",telefonica_med_eca.png,Europe & Central Asia,NA,Nov 16,Final,GM,
1529,The Energy and Resources Institute (TERI),"A research institute working in the fields of energy, environment and sustainable development",http://www.teriin.org,India,Energy and climate,Raises awareness and provides policy recommendations on environmental policy matters,"India’s Census data, geospatial data (including forestry maps, agriculture maps, land use maps), environmental data, and satellite data from U.S. Geological Survey","<br>Founded in 1974, The Energy and Resources Institute (TERI) focuses on technological innovations related to sustainable development. The organization provides research and analysis on areas such as clean energy, water management, pollution management, sustainable agriculture, and climate resilience. In light of its expertise in sustainability-related issues, TERI has helped the government of India deliver timely and sustainable environmental policy and practice outcomes.<br><br>At the core of its research endeavors, TERI relies on open data that relates mainly to the environment, but also data on demographics, as well as geospatial and satellite data such as forestry maps, agriculture maps, land use maps. Scientific publications published by TERI’s researchers comprise, for example, studies that make use of climate data to analyse the <a target=""_blank"" href=""http://www.teriin.org/index.php?option=com_publication&task=details&sid=1112&q=open%20data&Itemid=151"">importance and status of open climate data</a>, or to determine <a target=""_blank"" href=""http://www.teriin.org/index.php?option=com_publication&task=details&sid=1523&q=open%20data&Itemid=151"">variability of rainfall</a>, a parameter that is correlated with physical, social and economic changes. The use of LANDSAT TM satellite data, provided by the United States Geological Survey, has also been crucial for various studies investigating topics such as the <a target=""_blank"" href=""http://www.teriin.org/index.php?option=com_publication&task=details&sid=1718&q=open%20data&Itemid=151"">land surface</a>, or <a target=""_blank"" href=""http://www.teriin.org/index.php?option=com_publication&task=details&sid=1747&q=public%20data&Itemid=151"">forests</a> in India.",TERI_ene_sar.jpg,South Asia,Yes,Nov 15,Final,GM,
1550,Thinknum,A web platform for financial analysis,https://www.thinknum.com,United States,Finance and insurance,Provides data and insights to investors and businesses on the factors that drive valuation,"U.S. zipcode data, demographic data from the U.S. Census, U.S. unemployment rates, weather data from the U.S. National Oceanic and Atmospheric Administration","<br>Despite the increasing amount of data available online, it can be difficult for investors to access relevant information. Founded in 2013, Thinknum’s provides data access and insights to its users through its web platform. The organization aggregates and indexes data from government sources, companies’ websites and social media activity.<br><br>For example, Thinknum allows users to view the store locations of a given brand, overlay it with locations of a competitor, and then connect this information to demographic data such as median household income by county. This information can then be used to inform an organization’s strategy of where household income is increasing, and thereby identify the most profitable store locations. Other examples include the analysis of unemployment rates to discover outperforming businesses in the restaurant industry, and taking advantage of historical weather data to find market patterns. By creating connections between different data sources, Thinknum allows investors and companies to better understand the various factors that drive valuation.",Thinknum_fin_na.png,North America,NA,Nov 16,Final,GM,
1596,TuvaLabs,A platform that engages students in data analysis and modelling using open datasets,http://tuvalabs.com/,United States,Education,Increases data literacy and skills,"Demographic data from the U.S. Census, environmental data from U.S. National Oceanic and Atmospheric Administration, health data from U.S. National Institute for Health, energy and environmental data from U.S. Environmental Information Administration","<br>Data literacy is becoming an ever-more essential skill that professionals need to have. Tuvalabs is a platform that helps students develop data literacy skills, providing datasets taken from a variety of sources and portals, graphing tools on their website, and open-ended questions to close out activities.<br><br>Tuvalabs splits its datasets into categories such as culture, energy, or sports, within which are a number of datasets containing social and demographic data, energy data, health data, and others taken from government sites like <a target=""_blank"" href=""https://www.census.gov"">Census.gov</a>, <a target=""_blank"" href=""https://www.data.gov"">Data.gov</a>. Learners can then navigate a series of lessons and activities teaching them how to visualize and analyze the dataset they chose. Students then have the option to send or embed their project, reaching an audience the size of their class, or to an audience of students around the world.<br><br>TuvaLabs fills a gap that exists in public school education, not only giving students the tools to improve their data literacy skills, but also guiding them along the way through lessons and activities.",Tuvalabs_edu_na.png,North America,NA,Nov 16,Final,TG,
1597,Twaweza,"A nonprofit promoting public accountability in Tanzania, Kenya and Uganda",http://twaweza.org,Tanzania,Media and communications,Informs public and policy engagement through media partnerships and global leadership,"Tanzanian economic data, census and household survey data, education data such as school enrollment rates, and budget data","<br>Founded in 2009, Twaweza is a civil society organization that helps citizens exercise agency and governments be more open and responsive in Tanzania, Kenya and Uganda. Twaweza works to provide practical information to everyone, to foster quality independent media and citizen monitoring services. Via its Uwazi unit, Twaweza produces policy briefs on key issues, thus triggering public debate and fostering an ecosystem of change. In this context, Twaweza is an active promoter of open data, encouraging both the supply and use of public data.<br><br>In its own use, Twaweza draws on public data to conduct research across the fields of open government and basic education. For example, in the Tanzanian general elections in 2015, Twaweza organised televised debates between leading politicians from different parties, and used data from a range of different sources as a means of stimulating discussion, and of trying to guide the debate towards a greater focus on evidence. In part, the data that was used was sourced internally - from the Uwezo survey of basic learning outcomes and the Sautiza Wananchi mobile phone panel survey - but the remaining data, which included economic data, census and other household survey data, official data on public services (school enrolment rates, etc.) budget data and more, was pulled from official government sources. While some of the data was available in machine-readable formats, much had to be converted from pdfs and reports.",Twaweza_med_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,GM,
1629,Upande,"A social enterprise founded to provide internet, web mapping and geographical information systems (GIS) services",http://upande.com/,Kenya,IT and geospatial,"Data-based research, visualizations and technical solutions for water management","Water and sanitation data, climat,, land use and natural resources data in Kenya","<br>Upande provides a number of web mapping, data collection and consultancy services to the private sector, governments, and multilateral and bilateral agencies - one of which is to be an open data exchange platform developer. For their past projects, Upande has for instance gathered government data focused on water, including: pressure flow, quantities, and climate: temperature, air conditions and quality, wind, rain, rainfall.<br><br>Upande’s products include <a target=""_blank"" href=""http://www.washmis.com/"">WaSHMIS</a>, a platform that consists of local and optional mobile and cloud based tools that waterboards and companies can use to track pipes, meters and valves to manage water in their cities. The accessibility of water utilities data was critical in the development of WaSHMIS. Similar in concept to WaSHMIS, Upande has also developed <a target=""_blank"" href=""http://upande.com/products/countygis"">CountyGIS</a> which utilizes geographic data to visualize counties in Kenya. Finally, another product by Upande is <a target=""_blank"" href=""http://www.virtualkenya.org/"">Virtual Kenya</a>: a free online interactive platform. It takes spatial data offered by the Kenyan government and improves its quality so that Kenyans can better interact with spatial data in their educational and professional pursuits.",upande_IT_SSA.jpg,Sub-Saharan Africa,Yes,Nov 26,FInal,SH,
